LPR/Rodeo;720994;37,78;2
LPR/Rodeo;730009;52,75;2
LPR/Rodeo;730018;51,29;1
LPR/Rodeo;730022;45,21;1
LPR/Rodeo;730053;55,66;1
LPR/Rodeo;730067;43,38;1
LPR/Rodeo;730085;61,35;>10
LPR/Rodeo;730089;57,06;1
LPR/Rodeo;730090;45,06;1
Sfec;CH002214;21,66;1
Sfec;CH002218;38,08;4
Sfec;CH007103;17,72;4
STC;T405933;33,16;1
ERT;150198-C;9,84;>10
ERT;150220-C;7,47;10
ERT;150221-C;6,96;2
ERT;150223-C;4,29;2
ERT;150229-C;4,28;2
ERT;150232-C;8,25;1
ERT;150263-C;7,33;2
ERT;150265-C;6,37;1
ERT;150269-C;4,89;1
ERT;150270-C;7,01;1
ERT;150271-C;7,95;2
ERT;150272-C;7,93;10
ERT;150273-C;8,63;1
ERT;150285-C;6,96;1
ERT;150287-C;7,59;1
ERT;150382-C;7,93;1
ERT;150523-C;11,31;1
ERT;150681-C;15,25;1
ERT;150693-C;15,61;1
FENOX;K1411;4,23;>10
FENOX;K1416;5,45;4
FENOX;K1417;5,04;2
FENOX;K1503;4,23;2
FENOX;K1515;8,04;5
FENOX;K1520;10,63;2
FENOX;K1522;7,36;2
FENOX;K1541;5,32;10
FENOX;K17017;8,31;4
FENOX;K17021;11,72;3
FENOX;K17026;12,68;1
FENOX;K17027;12,68;1
FENOX;K17122;9,95;1
FENOX;K17123;20,85;4
FENOX;K1719;7,63;2
FENOX;K1721;4,36;1
FENOX;K1724;5,45;10
FENOX;K1725;4,23;>10
FENOX;K1732;7,36;3
FENOX;K1736;6;2
FENOX;K1743;5,18;1
FENOX;K1763;16,49;1
FENOX;K1784;8,86;3
FENOX;K1785;7,5;1
FENOX;K1794;20,04;4
FENOX;K19021;16,76;2
FENOX;K19022;16,76;4
FENOX;K1903;9,27;4
FENOX;K19033;14,99;4
FENOX;K19035;17,58;2
FENOX;K19046;17,58;2
FENOX;K19100;10,5;1
FENOX;K19103;14,18;1
FENOX;K19104;14,18;1
FENOX;K19114;5,32;4
FENOX;K1912;7,22;2
FENOX;K19126;6,95;2
FENOX;K19135;9,13;1
FENOX;K19136;8,45;3
FENOX;K19139;10,36;2
FENOX;K1914;14,86;4
FENOX;K19156;6,95;3
FENOX;K19170;11,31;>10
FENOX;K19191;13,77;2
FENOX;K19194;11,04;2
FENOX;K19197;18,95;4
FENOX;K1930;4,09;3
FENOX;K1946;5,72;2
FENOX;K1949;6;>10
FENOX;K1956;5,18;2
FENOX;K1959;18,54;2
FENOX;K1960;18,54;2
FENOX;K1961;12,81;2
FENOX;K1962;12,81;2
FENOX;K1963;8,04;2
FENOX;K1964;8,18;1
FENOX;K1965;18,26;2
FENOX;K1966;18,54;3
FENOX;K1970;7,77;5
FENOX;K1981;4,36;3
FENOX;K1984;5,59;3
FENOX;K1994;5,86;4
FENOX;K1997;10,5;1
FENOX;K1998;10,5;1
FENOX;K20041;16,22;1
FENOX;K20044;11,99;2
FENOX;K20046;12,54;3
FENOX;K20047;13,9;2
FENOX;K20048;14,99;3
FENOX;K2008;20,58;1
FENOX;K2009;20,58;1
FENOX;K20102;10,5;3
FENOX;K20103;10,36;3
FENOX;K20107;17,04;1
FENOX;K20108;17,04;5
FENOX;K20109;18,26;2
FENOX;K2011;11,04;1
FENOX;K20110;18,26;3
FENOX;K20114;7,77;2
FENOX;K2012;17,17;2
FENOX;K20120;10,5;10
FENOX;K20129;10,09;1
FENOX;K2013;17,99;3
FENOX;K20138;9,4;3
FENOX;K2014;8,04;3
FENOX;K20160;10,77;10
FENOX;K20162;8,31;10
FENOX;K20163;21,81;4
FENOX;K20168;9;2
FENOX;K20179;21,81;3
FENOX;K20180;21,81;1
FENOX;K2021;18,13;3
FENOX;K2022;18,13;1
FENOX;K2024;5,18;2
FENOX;K2027;16,49;2
FENOX;K2028;16,63;3
FENOX;K2029;12,54;5
FENOX;K2037;9,13;3
FENOX;K2041;7,91;4
FENOX;K2047;6,82;1
FENOX;K2048;8,04;2
FENOX;K2051;6,13;10
FENOX;K2054;12,13;2
FENOX;K2057;12,13;2
FENOX;K2058;5,72;10
FENOX;K2060;7,09;2
FENOX;K2064;19,76;5
FENOX;K2065;19,76;5
FENOX;K2068;8,86;2
FENOX;K2085;21,67;1
FENOX;K2086;21,67;1
FENOX;K2091;21,4;1
FENOX;K2096;18,4;2
FENOX;K2207;5,72;3
FENOX;K2209;20,58;1
FENOX;K22161;7,91;10
FENOX;K22163;14,04;2
FENOX;K22197;14,45;2
FENOX;K2229;7,09;1
FENOX;K2234;6,68;2
FENOX;K2237;7,5;5
FENOX;K2238;8,04;1
FENOX;K2239;8,04;1
FENOX;K2240;21,26;1
FENOX;K2249;6,68;3
FENOX;K2250;6,68;4
FENOX;K2257;9,13;2
FENOX;K2258;9,27;4
FENOX;K2268;9,13;2
FENOX;K2277;13,77;3
FENOX;K2278;6,68;2
FENOX;K2279;8,72;4
FENOX;K2283;8,31;10
FENOX;K2284;6,13;4
FENOX;K2297;7,77;2
FENOX;K2298;7,77;2
FENOX;K2323;6,54;2
FENOX;K2382;18,95;2
FENOX;K2383;10,9;1
FENOX;K2508;7,36;2
FENOX;K2519;10,5;3
FENOX;K2531;14,18;1
FENOX;K2532;13,08;3
FENOX;K2535;8,18;4
FENOX;K2551;14,18;2
FENOX;K2701;13,08;4
FENOX;K2711;12,13;2
FENOX;K2733;9,4;10
FENOX;K2827;13,77;1
LPR/Rodeo;202139;6,9;10
LPR/Rodeo;2021391;13,88;1
LPR/Rodeo;202140;5,44;>10
LPR/Rodeo;202141;8,11;4
LPR/Rodeo;202927;7,28;2
LPR/Rodeo;205090;8;4
LPR/Rodeo;205157;8,49;4
LPR/Rodeo;205913;12,89;2
LPR/Rodeo;206699;26,4;3
LPR/Rodeo;206701;26,4;5
LPR/Rodeo;206706;7,69;2
LPR/Rodeo;206707;7,69;1
LPR/Rodeo;206708;12,44;1
LPR/Rodeo;206845;12,58;10
LPR/Rodeo;207199;9,98;1
LPR/Rodeo;207723;5,71;4
LPR/Rodeo;207995;11,74;5
LPR/Rodeo;207996;12,53;2
LPR/Rodeo;207999;9,65;2
LPR/Rodeo;208091;17,47;2
LPR/Rodeo;2081028;9,04;10
LPR/Rodeo;208205;7,31;2
LPR/Rodeo;208219;8;2
LPR/Rodeo;208842;14,01;5
LPR/Rodeo;208863;8,74;2
LPR/Rodeo;208865;8,46;1
LPR/Rodeo;208866;8,98;5
LPR/Rodeo;208997;25,31;1
LPR/Rodeo;209249;12,7;2
LPR/Rodeo;210287;7,1;10
LPR/Rodeo;210290;20,66;3
LPR/Rodeo;2111203;26,4;5
LPR/Rodeo;2111204;25,08;10
LPR/Rodeo;211347;8,16;10
LPR/Rodeo;211790;23,05;3
LPR/Rodeo;211791;23,05;5
LPR/Rodeo;211795;13,96;2
LPR/Rodeo;212127;26,4;2
LPR/Rodeo;212128;25,08;1
LPR/Rodeo;212131;22,56;1
LPR/Rodeo;212132;23,74;2
LPR/Rodeo;212133;25,08;10
LPR/Rodeo;212134;26,4;10
LPR/Rodeo;212135;26,4;4
LPR/Rodeo;212587;13,28;1
LPR/Rodeo;216354;9,81;1
LPR/Rodeo;216355;13,41;>10
LPR/Rodeo;216395;10,63;1
LPR/Rodeo;216855;10,63;1
LPR/Rodeo;216931;11,19;2
LPR/Rodeo;217532;11,09;2
LPR/Rodeo;220540;12,13;2
LPR/Rodeo;220711;8,9;10
LPR/Rodeo;220893;12,01;2
LPR/Rodeo;221549;13,71;3
LPR/Rodeo;223620;18,16;10
LPR/Rodeo;223851;8,46;3
LPR/Rodeo;223884;14,53;3
LPR/Rodeo;226117;20,77;2
LPR/Rodeo;226118;19,72;2
LPR/Rodeo;226937;14,39;1
LPR/Rodeo;229920;10,62;2
LPR/Rodeo;230011;20,45;3
LPR/Rodeo;230013;13,11;2
LPR/Rodeo;230032;17,39;2
LPR/Rodeo;231040;19,14;2
FENOX;P1961;60,93;1
FENOX;P2011;24,67;2
FENOX;P2013;15,81;1
FENOX;P2016;22,9;2
FENOX;P2021;17,45;2
FENOX;P2029;11,72;1
FENOX;P2202;46,61;2
FENOX;P2241;38,03;2
FENOX;P2259;21,81;1
FENOX;P2260;42,53;2
FENOX;P2261;22,76;4
FENOX;P2270;19,63;2
FENOX;P2271;45,66;1
FENOX;P2312;18,4;3
FENOX;P2313;19,63;1
FENOX;P2315;28,35;2
FENOX;P2316;43,62;3
FENOX;P2318;59,02;1
FENOX;P2510;24,53;2
FENOX;P2511;36,12;1
FENOX;P2515;20,17;2
LPR/Rodeo;902039;27,97;2
LPR/Rodeo;904913;19,45;3
LPR/Rodeo;905914;26,51;2
LPR/Rodeo;905915;22,95;1
LPR/Rodeo;916101;45,39;10
LPR/Rodeo;917751;20,66;4
LPR/Rodeo;917752;22,94;3
LPR/Rodeo;930003;91,78;1
LPR/Rodeo;930005;89,88;1
LPR/Rodeo;930011;126,1;2
LPR/Rodeo;930013;104,34;1
LPR/Rodeo;930018;92,74;1
LPR/Rodeo;930020;79,61;5
LPR/Rodeo;930219;42,03;1
LPR/Rodeo;930227;81,15;1
LPR/Rodeo;930228;113,61;3
LPR/Rodeo;930229;100;1
LPR/Rodeo;930449;83,2;1
LPR/Rodeo;930454;121,74;1
Sfec;CH003483;75,16;3
Sfec;CH008103;14,22;10
Sfec;CH008106;17,82;5
ERT;200009;9,6;2
ERT;200061;4,93;4
ERT;200080;3,31;4
ERT;200088;5,27;1
ERT;200099;3,5;1
ERT;200116;3,87;2
ERT;200145;3,53;1
ERT;200148;4,12;1
ERT;200156;5,22;1
ERT;200195;4,2;1
ERT;200198;5,06;1
ERT;200203;4,29;1
ERT;200208;6,26;2
ERT;200213;4,89;2
ERT;200219;5,78;3
ERT;200227;2,43;1
ERT;200233;6,3;1
ERT;200235;3,68;3
ERT;200289;5,71;1
ERT;200292;9,09;3
ERT;200302;5,77;1
ERT;200305;4,02;1
ERT;200308;10,43;10
ERT;200310;4,65;2
ERT;200313;5,77;4
ERT;200341;6,34;4
ERT;200350;4,65;1
ERT;200359;4,78;3
ERT;200366;3,53;2
ERT;200369;3,35;2
ERT;200371;4,18;4
ERT;200388;8,44;4
ERT;200390;2,84;4
ERT;200394;5,3;1
ERT;200421;5,49;3
ERT;200435;3,45;1
ERT;200473;4,2;2
ERT;200475;5,27;3
ERT;200476;4,96;2
ERT;200485;4,31;2
ERT;200486;5,74;3
ERT;200488;5,08;3
ERT;200489;4,47;5
ERT;200492;4,09;5
ERT;200508;5,14;1
ERT;200510;4,23;2
ERT;200511;6,56;2
ERT;200512;5,1;1
ERT;200526;6,91;4
ERT;200531;4,5;4
ERT;200583;3,88;2
ERT;200617;5,44;1
ERT;200701;3,41;1
ERT;300007;8,55;4
ERT;300010;8,86;3
ERT;300067;3,82;3
ERT;300070;3,57;1
ERT;300077;3,33;2
ERT;300120;5,04;3
ERT;300132;3,03;2
ERT;300142;2,92;2
ERT;300145;3,73;1
ERT;300146;3,68;1
ERT;300148;2,88;10
ERT;300188;2,99;1
ERT;300189;3,58;3
ERT;300200;3,09;5
ERT;300206;4,08;3
ERT;300223;3,43;10
ERT;300244;3,04;2
ERT;300289;2,88;1
ERT;300313;3,71;1
ERT;300345;4,13;1
ERT;300347;3,94;1
ERT;300350;3,64;2
ERT;300354;3,35;10
ERT;300355;3,56;1
ERT;300356;3,72;2
ERT;300403;9,06;3
ERT;300417;2,89;2
ERT;300418;3,54;1
ERT;300420;2,92;2
ERT;300423;2,79;1
ERT;300424;3,12;1
ERT;300425;3,72;2
ERT;300429;2,79;5
ERT;300442;3,75;1
ERT;300460;3,3;4
ERT;300474;3,64;4
ERT;300501;3,16;1
ERT;300502;3,72;1
ERT;300512;4,23;2
ERT;300518;2,88;3
ERT;300531;3,13;2
ERT;300581;2,93;4
ERT;300588;2,82;1
ERT;300601;2,43;2
ERT;400001;9,57;2
ERT;400006;4,65;10
ERT;400008;12,05;2
ERT;400023;17,83;4
ERT;400030;5,64;2
ERT;400031;9,23;2
ERT;400032;13,74;1
ERT;400035;10,3;2
ERT;400036;10,86;5
ERT;400043;12,87;1
ERT;400058;4,76;2
ERT;400061;8,71;4
ERT;400063;9,17;4
ERT;400065;6,35;2
ERT;400067;7,21;1
ERT;400072;10,03;2
ERT;400079;6,46;10
ERT;400086;10,48;2
ERT;400087;13,71;2
ERT;400092;5,78;2
ERT;400097;4,21;2
ERT;400098;5,96;1
ERT;400099;4,63;2
ERT;400100;3,63;2
ERT;400113;2,73;2
ERT;400118;3,45;10
ERT;400122;3,42;10
ERT;400123;7,28;>10
ERT;400126;6,75;1
ERT;400127;5,83;>10
ERT;400130;8,97;2
ERT;400135;9,58;10
ERT;400138;12,1;4
ERT;400150;6,35;>10
ERT;400155;4,14;>10
ERT;400162;4,68;2
ERT;400165;9,61;1
ERT;400167;3,91;3
ERT;400178;3,82;5
ERT;400179;4,62;5
ERT;400193;13,07;2
ERT;400197;6,87;>10
ERT;400203;18,66;1
ERT;400207;18,62;1
ERT;400212;6,92;4
ERT;400213;9,84;3
ERT;400215;22,38;1
ERT;400221;8,31;1
ERT;400232;5,86;2
ERT;400238;9,8;2
ERT;400240;11,12;>10
ERT;400250;4,95;2
ERT;400251;5,22;1
ERT;400253;8,82;2
ERT;400254;9,84;3
ERT;400256;9,06;>10
ERT;400266;3,49;4
ERT;400275;8,97;2
ERT;400277;10,97;2
ERT;400279;4,8;2
ERT;400283;4,89;1
ERT;400285;6,56;2
ERT;400288;4,77;2
ERT;400290;5,17;2
ERT;400293;7,84;2
ERT;400301;7,54;10
ERT;400302;6,62;1
ERT;400305;5,48;2
ERT;400308;4,74;2
ERT;400310;3,31;10
ERT;400316;3,35;1
ERT;400317;7,46;2
ERT;400321;4,53;2
ERT;400323;4,33;2
ERT;400326;3,88;1
ERT;400331;3,26;4
ERT;400333;4,81;2
ERT;400337;6,27;2
ERT;400348;11,01;4
ERT;400352;2,75;2
ERT;400357;4,14;2
ERT;400361;6,41;10
ERT;400363;6,83;2
ERT;400364;3,13;2
ERT;400378;4,16;2
ERT;400389;7,31;2
ERT;400416;6,34;4
ERT;400420;6,58;2
ERT;400428;6,43;10
ERT;400431;4,95;2
ERT;400438;7,21;10
ERT;400441;5,7;>10
ERT;400442;4,83;2
ERT;400449;9,23;3
ERT;400454;7,09;10
ERT;400459;5,53;>10
ERT;400460;5;2
ERT;400462;10,22;2
ERT;400463;6,49;>10
ERT;400464;4,29;2
ERT;400465;4,74;2
ERT;400466;4,18;2
ERT;400468;5,49;4
ERT;400475;6,02;2
ERT;400484;5,86;3
ERT;400487;4,88;2
ERT;400500;10,82;4
ERT;400502;4,42;2
ERT;400503;6,41;>10
ERT;400511;6,86;1
ERT;400515;9,73;2
ERT;400519;3,05;5
ERT;400520;2,64;10
ERT;400521;2,26;2
ERT;400523;8,97;3
ERT;400525;8,22;2
ERT;400544;4,29;2
ERT;400646;6,27;3
ERT;400647;5,04;1
ERT;400653;7,35;2
ERT;400655;4,73;2
ERT;400666;8,94;2
ERT;400668;8,37;2
ERT;400674;7,2;1
ERT;400684;5,92;2
ERT;400686;10,85;5
ERT;400695;7,18;2
ERT;400701;5,49;10
ERT;400704;7,09;10
ERT;400706;8,16;>10
ERT;400722;4,31;2
ERT;400724;12,85;2
ERT;400745;6,69;2
ERT;400755;7,17;1
ERT;400773;5,89;10
ERT;400785;11,42;2
ERT;400823;5,4;2
ERT;400873;6,58;2
ERT;400874;7,69;2
ERT;401009;7,35;2
ERT;401128;12,69;2
ERT;401311;6,09;3
ERT;401315;12,51;2
ERT;401654;37,47;2
ERT;410004;39,01;10
ERT;410026;9,05;2
Autofren;D1195;5,41;3
Autofren;D3099;3,16;3
Autofren;D3129;3,98;10
Autofren;D3167;3,38;1
Autofren;D4128;9,75;1
IPD;20-1006;87,27;5
IPD;20-1048;94,13;4
IPD;20-1171;160,3;2
IPD;20-1178;167,69;1
IPD;20-1179;114,98;5
IPD;20-1180;172,47;3
IPD;20-1183;110,43;1
IPD;20-1363;101,94;3
IPD;20-1366;93,86;4
IPD;20-1603;102,97;1
IPD;20-1606;130,13;2
IPD;20-1613;94,62;2
DAYCO;94012;9,13;1
DAYCO;94084;12,76;3
DAYCO;94090;7,21;2
DAYCO;94167;18,02;1
DAYCO;94221;15,18;1
DAYCO;94224;17,2;3
DAYCO;94300;11,46;2
DAYCO;94327;14,75;4
DAYCO;94330;13,29;1
DAYCO;94357;9,95;2
DAYCO;94527;16,55;2
DAYCO;94567;11,71;3
DAYCO;94590;18,25;2
DAYCO;94651;20,7;2
DAYCO;94660;12,87;1
DAYCO;94671;12,91;3
DAYCO;94687;10,75;2
DAYCO;94719;29,89;2
DAYCO;94721;15,29;2
DAYCO;94730;12,81;3
DAYCO;94758;22,56;5
DAYCO;94767;22,71;5
DAYCO;94777;17,53;2
DAYCO;94909;24,17;2
DAYCO;94911;23,92;1
DAYCO;94923;22,86;2
DAYCO;94959;21,11;2
DAYCO;94992;27,31;3
HertsBerg;TB5016XS;4,52;>10
HertsBerg;TB5030;3,36;>10
HertsBerg;TB5034;4,06;>10
HertsBerg;TB5035XS;7,03;>10
HertsBerg;TB5040;9,53;>10
HertsBerg;TB5048;8,73;>10
HertsBerg;TB5049;9,52;>10
HertsBerg;TB5050;5,34;>10
HertsBerg;TB5053;5,08;>10
HertsBerg;TB5054xs;9,41;>10
HertsBerg;TB5057XS;11,04;10
HertsBerg;TB5059XS;7,45;>10
HertsBerg;TB5061XS;4,3;>10
HertsBerg;TB5064;7,84;>10
HertsBerg;TB5069;5,32;3
HertsBerg;TB5074XS;2,7;10
HertsBerg;TB5075XS;6,87;>10
HertsBerg;TB5077;7,43;>10
HertsBerg;TB5078;11,99;>10
HertsBerg;TB5083;4,77;>10
HertsBerg;TB5127XS;4,76;>10
HertsBerg;TB5129;9,33;3
HertsBerg;TB5130XS;6,75;>10
HertsBerg;TB5175XS;5,06;>10
HertsBerg;TB5176XS;8,12;>10
HertsBerg;TB5177;5,54;>10
HertsBerg;TB5178XS;9,76;>10
HertsBerg;TB5180;8,74;>10
HertsBerg;TB5192XS;5,53;>10
HertsBerg;TB5193XS;7,44;>10
HertsBerg;TB5197XS;7,14;>10
HertsBerg;TB5201;10,57;>10
HertsBerg;TB5202XS;11,13;>10
HertsBerg;TB5212;10,65;>10
HertsBerg;TB5215XS;5,56;>10
HertsBerg;TB5223XS;10,44;>10
HertsBerg;TB5225XS;5,52;>10
HertsBerg;TB5232XS;7,67;>10
HertsBerg;TB5234XS;8,03;>10
HertsBerg;TB5235XS;4,48;>10
HertsBerg;TB5238XS;8,84;>10
HertsBerg;TB5245;6,21;>10
HertsBerg;TB5246;4,54;>10
HertsBerg;TB5249XS;10,76;>10
HertsBerg;TB5250XS;5,4;>10
HertsBerg;TB5251XS;7,66;>10
HertsBerg;TB5257XS;3,05;>10
HertsBerg;TB5273XS;9,13;10
HertsBerg;TB5274XS;7,12;10
HertsBerg;TB5283XS;6,36;>10
HertsBerg;TB5302XS;6,64;>10
HertsBerg;TB5308;5,54;>10
HertsBerg;TB5309XS;8,15;>10
HertsBerg;TB5310XS;5,36;>10
HertsBerg;TB5311;5,72;>10
HertsBerg;TB5317XS;7,55;>10
HertsBerg;TB5323XS;11,22;>10
HertsBerg;TB5334XS;11,56;>10
HertsBerg;TB5341XS;9,59;5
HertsBerg;TB5345XS;7,5;>10
HertsBerg;TB5346XS;9,06;>10
HertsBerg;TB5347XS;5,34;>10
HertsBerg;TB5350XS;10,32;>10
HertsBerg;TB5354XS;11,52;>10
HertsBerg;TB5356XS;7,5;>10
HertsBerg;TB5357XS;5,79;>10
HertsBerg;TB5358XS;8,86;>10
HertsBerg;TB5360XS;9,44;>10
HertsBerg;TB5367XS;8,4;10
HertsBerg;TB5368XS;10,5;>10
HertsBerg;TB5369XS;9,7;>10
HertsBerg;TB5370XS;7,48;2
HertsBerg;TB5373XS;10,84;>10
HertsBerg;TB5378XS;9,77;>10
HertsBerg;TB5386XS;7,02;>10
HertsBerg;TB5403XS;6,97;>10
HertsBerg;TB5408XS;10,81;>10
HertsBerg;TB5409XS;6,77;10
HertsBerg;TB5410XS;7,18;>10
HertsBerg;TB5411XS;4,65;>10
HertsBerg;TB5419XS;10,45;>10
HertsBerg;TB5420XS;11,76;>10
HertsBerg;TB5421XS;7,74;>10
HertsBerg;TB5424XS;5,69;>10
HertsBerg;TB5427XS;6,7;>10
HertsBerg;TB5428;6,6;>10
HertsBerg;TB5432XS;10,76;>10
HertsBerg;TB5433XS;7,48;>10
HertsBerg;TB5435XS;11,76;>10
HertsBerg;TB5436XS;5,67;>10
HertsBerg;TB5441XS;10,96;>10
HertsBerg;TB5445XS;9,32;>10
HertsBerg;TB5451;6,74;>10
HertsBerg;TB5452XS;7,39;>10
HertsBerg;TB5454XS;5,46;10
HertsBerg;TB5461XS;11,68;>10
HertsBerg;TB5462XS;11,64;>10
HertsBerg;TB5465XS;8,58;>10
HertsBerg;TB5468XS;9,52;>10
HertsBerg;TB5473XS;5,3;>10
HertsBerg;TB5485XS;11,31;>10
HertsBerg;TB5486XS;12,1;>10
HertsBerg;TB5489XS;8,29;>10
HertsBerg;TB5491XS;10,29;>10
HertsBerg;TB5492XS;11,91;>10
HertsBerg;TB5493XS;19,75;>10
HertsBerg;TB5494XS;6;>10
HertsBerg;TB5497XS;11,16;>10
HertsBerg;TB5499XS;9,17;>10
HertsBerg;TB5500XS;13,16;>10
HertsBerg;TB5501XS;10,14;>10
HertsBerg;TB5503XS;7,81;>10
HertsBerg;TB5504XS;8,12;>10
HertsBerg;TB5508XS;9,88;>10
HertsBerg;TB5509XS;10,62;>10
HertsBerg;TB5510XS;13,7;>10
HertsBerg;TB5512XS;8,55;10
HertsBerg;TB5514XS;13,18;5
HertsBerg;TB5516XS;4,49;>10
HertsBerg;TB5520XS;18,94;>10
HertsBerg;TB5523XS;9,78;>10
HertsBerg;TB5524XS;11,53;>10
HertsBerg;TB5528XS;10,99;>10
HertsBerg;TB5531XS;5,95;>10
HertsBerg;TB5535XS;9,05;>10
HertsBerg;TB5541XS;6,23;>10
HertsBerg;TB5543XS;16,11;>10
HertsBerg;TB5552XS;11,26;>10
HertsBerg;TB5553XS;12,36;>10
HertsBerg;TB5561XS;14,88;>10
HertsBerg;TB5562XS;16,92;>10
HertsBerg;TB5563XS;11,1;>10
HertsBerg;TB5564XS;9,47;>10
HertsBerg;TB5565XS;8,27;>10
HertsBerg;TB5569XS;15,7;>10
HertsBerg;TB5571XS;10,63;>10
HertsBerg;TB5572XS;11,85;>10
HertsBerg;TB5578XS;11,26;>10
HertsBerg;TB5579XS;10,47;>10
HertsBerg;TB5581XS;10,92;>10
HertsBerg;TB5588XS;12,16;>10
HertsBerg;TB5593XS;9,11;>10
HertsBerg;TB5595XS;10,7;>10
HertsBerg;TB5598XS;11,38;5
HertsBerg;TB5603XS;13,26;>10
HertsBerg;TB5607XS;18,23;>10
OPTIBELT;TB150;11,82;2
OPTIBELT;TB163;15,24;1
OPTIBELT;TB200;6,45;3
OPTIBELT;TB246;14,3;3
OPTIBELT;TB252;5,08;2
OPTIBELT;TB297;37,85;4
OPTIBELT;TB299;10,86;1
OPTIBELT;TB313;6,46;1
